     Index                                              Tweet                                              Match                            Polarity
      2911                                      RT @ianmSC...                               [consistently, well]                            Positive
      2913                                      Good thing...                                       [conspiracy]                            Negative
      2914                                      @carlosc16...                        [tyranny, foolish, selfish]                            Negative
      2915                                      @szachury ... [appropriate, infection, difficult, refuse, proper]                            Negative
      2916                                      @Sc2Noob @...              [bickering, nice, clean, like, dirty]                            Positive
      2917                                      RT @MeetJe...                                      [comfortable]                            Positive
      2918                                      RT @patrio...                                            [punch]                            Negative
      2919                                      @thekanjar...                                         [horrible]                            Negative
      2921                                      @pmcdunnou...                                    [gladly, spank]                             Neutral
      2923                                      @oksharpsc...                                             [work]                            Positive
      2925                                      Nothing li...                                   [like, exciting]                            Positive
      2928                                      RT @WillCl...                                             [keen]                            Positive
      2929                                      RT @FionaB...                                         [positive]                            Positive
      2931                                      RT @alanas...                                            [worst]                            Negative
      2932                                      RT @fabled...                                          [fucking]                            Negative
      2933                                      @DarienFen...                                      [kills, loud]                            Negative
      2934                                      RT @aaronh...                                          [protect]                            Positive
      2935                                      RT @cherbi...                                              [bad]                            Negative
      2937                                      @abboltun ...                                           [wonder]                            Positive
      2940                                      oh to live...                                            [bitch]                            Negative
      2946                                      @clockwork...                                             [good]                            Positive
      2947                                      @GT351_JON...             [lying, lost, freedoms, dumb, proving]                            Negative
      2949                                      RT @DrMatt...                             [important, beautiful]                            Positive
      2950                                      RT @ArielT...                                      [comfortable]                            Positive
      2951                                      @PublicKri...                                          [jobless]                            Negative
      2952                                      RT @restin...                                           [losing]                            Negative
      2954                                      taking mas...                                        [stressful]                            Negative
      2955                                      RT @MeetJe...                                      [comfortable]                            Positive
      2956                                      RT @Susann...                                   [fake, stranger]                            Negative
      2957                                      RT @ezrale...                                             [best]                            Positive
      2958                                      RT @ECoope...                                          [support]                            Positive
      2962                                      RT @patrio...                                            [punch]                            Negative
      2964                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2965                                      RT @FionaB...                                         [positive]                            Positive
      2968                                      RT @Charle...                                      [good, great]                            Positive
      2969                                      RT @KerriS...                              [hard, protect, like]                            Positive
      2971                                      @BFmang @K...                                           [cancer]                            Negative
      2974                                      RT @Charle...                                      [good, great]                            Positive
      2977                                      RT @Kene_N...                                      [distinctive]                            Positive
      2978                                      RT @Corpor...                                      [loves, love]                            Positive
      2979                                      @AP Presid...                                [sorry, glad, well]                            Positive
      2980                                      RT @danwoo...                                 [despicable, poor]                            Negative
      2981                                      RT @danwoo...                                 [despicable, poor]                            Negative
      2982                                      @IanIsNotM...                                [attack, bad, like]                            Negative
      2983                                      RT @ron1nd...                                         [favorite]                            Positive
      2989                                      RT @KatieD...                                      [glad, virus]                             Neutral
      2990                                      RT @Rupert...                                             [fist]                            Negative
      2992                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      2993                                      @DoNotGasl...                                       [uneasiness]                            Negative
      2994                                      RT @Emerge...                                             [keen]                            Positive
      2996                                      RT @zenbre...                                            [broke]                            Negative
      2997                                      Im sorry b...                                            [sorry]                            Negative
      2998                                      RT @alanas...                                            [worst]                            Negative
      2999                                      @MissedApe...                                             [work]                            Positive
      3000                                      RT @Leeros...                                        [effective]                            Positive
      3002                                      RT @Susann...                                   [fake, stranger]                            Negative
      3005                                      @NHSuk As ...                               [like, best, afford]                            Positive
      3007                                      RT @Charle...                                      [good, great]                            Positive
      3008                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3009                                      RT @NnamPa...                                          [smiling]                            Positive
      3011                                      RT @Prof_N...                 [best, protection, worn, properly]                            Positive
      3014                                      RT @ianmSC...                               [consistently, well]                            Positive
      3016                                      Good thing...                                       [conspiracy]                            Negative
      3017                                      @carlosc16...                        [tyranny, foolish, selfish]                            Negative
      3018                                      @szachury ... [appropriate, infection, difficult, refuse, proper]                            Negative
      3019                                      @Sc2Noob @...              [bickering, nice, clean, like, dirty]                            Positive
      3020                                      RT @MeetJe...                                      [comfortable]                            Positive
      3021                                      RT @patrio...                                            [punch]                            Negative
      3022                                      @thekanjar...                                         [horrible]                            Negative
      3024                                      @pmcdunnou...                                    [gladly, spank]                             Neutral
      3026                                      @oksharpsc...                                             [work]                            Positive
      3028                                      Nothing li...                                   [like, exciting]                            Positive
      3031                                      RT @WillCl...                                             [keen]                            Positive
      3032                                      RT @FionaB...                                         [positive]                            Positive
      3034                                      RT @alanas...                                            [worst]                            Negative
      3035                                      RT @fabled...                                          [fucking]                            Negative
      3036                                      @DarienFen...                                      [kills, loud]                            Negative
      3037                                      RT @aaronh...                                          [protect]                            Positive
      3038                                      RT @cherbi...                                              [bad]                            Negative
      3040                                      @abboltun ...                                           [wonder]                            Positive
      3043                                      oh to live...                                            [bitch]                            Negative
      3049                                      @clockwork...                                             [good]                            Positive
      3050                                      @GT351_JON...             [lying, lost, freedoms, dumb, proving]                            Negative
      3052                                      RT @DrMatt...                             [important, beautiful]                            Positive
      3053                                      RT @ArielT...                                      [comfortable]                            Positive
      3054                                      @PublicKri...                                          [jobless]                            Negative
      3055                                      RT @restin...                                           [losing]                            Negative
      3057                                      taking mas...                                        [stressful]                            Negative
      3058                                      RT @MeetJe...                                      [comfortable]                            Positive
      3059                                      RT @Susann...                                   [fake, stranger]                            Negative
      3060                                      RT @ezrale...                                             [best]                            Positive
      3061                                      RT @ECoope...                                          [support]                            Positive
      3065                                      RT @patrio...                                            [punch]                            Negative
      3067                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      3068                                      RT @FionaB...                                         [positive]                            Positive
      3071                                      RT @Charle...                                      [good, great]                            Positive
      3072                                      RT @KerriS...                              [hard, protect, like]                            Positive
      3074                                      @BFmang @K...                                           [cancer]                            Negative
      3079                                      @MichelleS...                                          [support]                            Positive
      3080                                      RT @_lynla...                                      [gross, ugly]                            Negative
      3081                                      RT @Susann...                                   [fake, stranger]                            Negative
      3082                                      RT @Curryu...                                        [like, hot]                            Positive
      3083                                      RT @aaronh...                                          [protect]                            Positive
      3084                                      @DeafOn4Wh...                                   [disorder, hell]                            Negative
      3085                                      @annleahma...                     [wise, good, hard, well-being]                            Positive
      3088                                      People not...                                            [freak]                            Negative
      3090                                      does anyon...                                            [worth]                            Positive
      3093                                      @laurenjon...                                        [stressful]                            Negative
      3094                                      RT @gurlfr...                                      [hard, works]                             Neutral
      3096                                      RT @thediv...                                             [safe]                            Positive
      3101                                      The entire...                                             [dumb]                            Negative
      3102                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      3107                                      RT @Mikeno...                                          [refused]                            Negative
      3109                                      RT @Mikhai...                                          [attacks]                            Negative
      3111                                      RT @HollyB...                                           [excuse]                            Negative
      3114                                       this! It ...                         [depressing, indifference]                            Negative
      3117                                      RT @patrio...                                    [freedom, like]                            Positive
      3119                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3120                                      RT @BellaW...                                           [relief]                            Positive
      3123                                      RT @Cailin...                                      [hell, break]                            Negative
      3125                                      RT @erdocA...                                             [like]                            Positive
      3128                                      Seeing the...                [upset, safe, recommended, healthy]                            Positive
      3129                                      @Oregonian...                                          [freedom]                            Positive
      3131                                      RT @nb_cov...                                      [interesting]                            Positive
      3132                                      RT @alanas...                                            [worst]                            Negative
      3133                                      RT @patrio...                                            [punch]                            Negative
      3137                                      @mask_bast...                                            [rival]                            Negative
      3138                                      RT @Steven...                                          [protect]                            Positive
      3140                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3142                                      just saw t...                                          [ugliest]                            Negative
      3144                                      NSW Health...                                  [happy, bothered]                            Positive
      3145                                      I swear a ...                                 [happiness, right]                            Positive
      3146                                      for morali...                                   [morality, joke]                             Neutral
      3148                                      RT @sophie...                                             [free]                            Positive
      3150                                      RT @Charle...                                      [good, great]                            Positive
      3152                                      RT @lubiep...                           [love, insults, smiling]                            Positive
      3156                                      RT @cynroj...                                            [right]                            Positive
      3158                                      If I get i...                                   [problems, like]                             Neutral
      3161                                      @ZayBeenTr...                                             [shit]                            Negative
      3162                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3163                                      RT @youqin...                                  [pity, beautiful]                             Neutral
      3165                                      RT @LimaZu...                                       [best, work]                            Positive
      3166                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3167                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3168                                      RT @bellno...                                             [sued]                            Negative
      3170                                      RT @Westco...                                            [blame]                            Negative
      3171                                      @BarryNial...                                      [wrong, fake]                            Negative
      3173                                      RT @Univox...                                         [darkness]                            Negative
      3174                                      baby the b...                                          [crowded]                            Negative
      3176                                      RT @Andria...                                   [beauty, stains]                             Neutral
      3179                                      @MichelleS...                                          [support]                            Positive
      3180                                      RT @_lynla...                                      [gross, ugly]                            Negative
      3181                                      RT @Susann...                                   [fake, stranger]                            Negative
      3182                                      RT @Curryu...                                        [like, hot]                            Positive
      3183                                      RT @aaronh...                                          [protect]                            Positive
      3184                                      @DeafOn4Wh...                                   [disorder, hell]                            Negative
      3185                                      @annleahma...                     [wise, good, hard, well-being]                            Positive
      3188                                      People not...                                            [freak]                            Negative
      3190                                      does anyon...                                            [worth]                            Positive
      3193                                      @laurenjon...                                        [stressful]                            Negative
      3194                                      RT @gurlfr...                                      [hard, works]                             Neutral
      3196                                      RT @thediv...                                             [safe]                            Positive
      3201                                      The entire...                                             [dumb]                            Negative
      3202                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      3207                                      RT @Mikeno...                                          [refused]                            Negative
      3209                                      RT @Mikhai...                                          [attacks]                            Negative
      3211                                      RT @HollyB...                                           [excuse]                            Negative
      3214                                       this! It ...                         [depressing, indifference]                            Negative
      3217                                      RT @patrio...                                    [freedom, like]                            Positive
      3219                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3220                                      RT @BellaW...                                           [relief]                            Positive
      3223                                      RT @Cailin...                                      [hell, break]                            Negative
      3225                                      RT @erdocA...                                             [like]                            Positive
      3228                                      Seeing the...                [upset, safe, recommended, healthy]                            Positive
      3229                                      @Oregonian...                                          [freedom]                            Positive
      3231                                      RT @nb_cov...                                      [interesting]                            Positive
      3232                                      RT @alanas...                                            [worst]                            Negative
      3233                                      RT @patrio...                                            [punch]                            Negative
      3237                                      @mask_bast...                                            [rival]                            Negative
      3238                                      RT @Steven...                                          [protect]                            Positive
      3240                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3242                                      just saw t...                                          [ugliest]                            Negative
      3244                                      NSW Health...                                  [happy, bothered]                            Positive
      3245                                      I swear a ...                                 [happiness, right]                            Positive
      3246                                      for morali...                                   [morality, joke]                             Neutral
      3248                                      RT @sophie...                                             [free]                            Positive
      3250                                      RT @Charle...                                      [good, great]                            Positive
      3252                                      RT @lubiep...                           [love, insults, smiling]                            Positive
      3256                                      RT @cynroj...                                            [right]                            Positive
      3258                                      If I get i...                                   [problems, like]                             Neutral
      3261                                      @ZayBeenTr...                                             [shit]                            Negative
      3262                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3263                                      RT @youqin...                                  [pity, beautiful]                             Neutral
      3265                                      RT @LimaZu...                                       [best, work]                            Positive
      3266                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3267                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3268                                      RT @bellno...                                             [sued]                            Negative
      3270                                      RT @Westco...                                            [blame]                            Negative
      3271                                      @BarryNial...                                      [wrong, fake]                            Negative
      3273                                      RT @Univox...                                         [darkness]                            Negative
      3274                                      baby the b...                                          [crowded]                            Negative
      3276                                      RT @Andria...                                   [beauty, stains]                             Neutral
      3281                                      @MichelleS...                                          [support]                            Positive
      3282                                      RT @_lynla...                                      [gross, ugly]                            Negative
      3283                                      RT @Susann...                                   [fake, stranger]                            Negative
      3284                                      RT @Curryu...                                        [like, hot]                            Positive
      3285                                      RT @aaronh...                                          [protect]                            Positive
      3286                                      @DeafOn4Wh...                                   [disorder, hell]                            Negative
      3287                                      @annleahma...                     [wise, good, hard, well-being]                            Positive
      3290                                      People not...                                            [freak]                            Negative
      3292                                      does anyon...                                            [worth]                            Positive
      3295                                      @laurenjon...                                        [stressful]                            Negative
      3296                                      RT @gurlfr...                                      [hard, works]                             Neutral
      3298                                      RT @thediv...                                             [safe]                            Positive
      3303                                      The entire...                                             [dumb]                            Negative
      3304                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      3309                                      RT @Mikeno...                                          [refused]                            Negative
      3311                                      RT @Mikhai...                                          [attacks]                            Negative
      3313                                      RT @HollyB...                                           [excuse]                            Negative
      3316                                       this! It ...                         [depressing, indifference]                            Negative
      3319                                      RT @patrio...                                    [freedom, like]                            Positive
      3321                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3322                                      RT @BellaW...                                           [relief]                            Positive
      3325                                      RT @Cailin...                                      [hell, break]                            Negative
      3327                                      RT @erdocA...                                             [like]                            Positive
      3330                                      Seeing the...                [upset, safe, recommended, healthy]                            Positive
      3331                                      @Oregonian...                                          [freedom]                            Positive
      3333                                      RT @nb_cov...                                      [interesting]                            Positive
      3334                                      RT @alanas...                                            [worst]                            Negative
      3335                                      RT @patrio...                                            [punch]                            Negative
      3339                                      @mask_bast...                                            [rival]                            Negative
      3340                                      RT @Steven...                                          [protect]                            Positive
      3342                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3344                                      just saw t...                                          [ugliest]                            Negative
      3346                                      NSW Health...                                  [happy, bothered]                            Positive
      3347                                      I swear a ...                                 [happiness, right]                            Positive
      3348                                      for morali...                                   [morality, joke]                             Neutral
      3350                                      RT @sophie...                                             [free]                            Positive
      3352                                      RT @Charle...                                      [good, great]                            Positive
      3354                                      RT @lubiep...                           [love, insults, smiling]                            Positive
      3358                                      RT @cynroj...                                            [right]                            Positive
      3360                                      If I get i...                                   [problems, like]                             Neutral
      3363                                      @ZayBeenTr...                                             [shit]                            Negative
      3364                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3365                                      RT @youqin...                                  [pity, beautiful]                             Neutral
      3367                                      RT @LimaZu...                                       [best, work]                            Positive
      3368                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3369                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3370                                      RT @bellno...                                             [sued]                            Negative
      3372                                      RT @Westco...                                            [blame]                            Negative
      3373                                      @BarryNial...                                      [wrong, fake]                            Negative
      3375                                      RT @Univox...                                         [darkness]                            Negative
      3376                                      baby the b...                                          [crowded]                            Negative
      3378                                      RT @MJA_Ed...                                          [prudent]                            Positive
      3382                                      @MichelleS...                                          [support]                            Positive
      3383                                      RT @_lynla...                                      [gross, ugly]                            Negative
      3384                                      RT @Susann...                                   [fake, stranger]                            Negative
      3385                                      RT @Curryu...                                        [like, hot]                            Positive
      3386                                      RT @aaronh...                                          [protect]                            Positive
      3387                                      @DeafOn4Wh...                                   [disorder, hell]                            Negative
      3388                                      @annleahma...                     [wise, good, hard, well-being]                            Positive
      3391                                      People not...                                            [freak]                            Negative
      3393                                      does anyon...                                            [worth]                            Positive
      3396                                      @laurenjon...                                        [stressful]                            Negative
      3397                                      RT @gurlfr...                                      [hard, works]                             Neutral
      3399                                      RT @thediv...                                             [safe]                            Positive
      3404                                      The entire...                                             [dumb]                            Negative
      3405                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      3410                                      RT @Mikeno...                                          [refused]                            Negative
      3412                                      RT @Mikhai...                                          [attacks]                            Negative
      3414                                      RT @HollyB...                                           [excuse]                            Negative
      3417                                       this! It ...                         [depressing, indifference]                            Negative
      3420                                      RT @patrio...                                    [freedom, like]                            Positive
      3422                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3423                                      RT @BellaW...                                           [relief]                            Positive
      3426                                      RT @Cailin...                                      [hell, break]                            Negative
      3428                                      RT @erdocA...                                             [like]                            Positive
      3431                                      Seeing the...                [upset, safe, recommended, healthy]                            Positive
      3432                                      @Oregonian...                                          [freedom]                            Positive
      3434                                      RT @nb_cov...                                      [interesting]                            Positive
      3435                                      RT @alanas...                                            [worst]                            Negative
      3436                                      RT @patrio...                                            [punch]                            Negative
      3440                                      @mask_bast...                                            [rival]                            Negative
      3441                                      RT @Steven...                                          [protect]                            Positive
      3443                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3445                                      just saw t...                                          [ugliest]                            Negative
      3447                                      NSW Health...                                  [happy, bothered]                            Positive
      3448                                      I swear a ...                                 [happiness, right]                            Positive
      3449                                      for morali...                                   [morality, joke]                             Neutral
      3451                                      RT @sophie...                                             [free]                            Positive
      3453                                      RT @Charle...                                      [good, great]                            Positive
      3455                                      RT @lubiep...                           [love, insults, smiling]                            Positive
      3459                                      RT @cynroj...                                            [right]                            Positive
      3461                                      If I get i...                                   [problems, like]                             Neutral
      3464                                      @ZayBeenTr...                                             [shit]                            Negative
      3465                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3466                                      RT @youqin...                                  [pity, beautiful]                             Neutral
      3468                                      RT @LimaZu...                                       [best, work]                            Positive
      3469                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3470                                      RT @danwoo...                                 [despicable, poor]                            Negative
      3471                                      RT @bellno...                                             [sued]                            Negative
      3473                                      RT @Westco...                                            [blame]                            Negative
